sa,hi,skr_out,syllable_count,skr_meter,meter_cd,comments,prompt,split,model_out,out_meter,score,semsim
धावन्नशेषभुवनेषु भिया स पश्यन् विश्वत्र चक्रमपि ते गतवान् विरिञ्चम् कः कालचक्रमतिलङ्घयतीत्यपास्तः शर्वं ययौ स च भवन्तमवन्दतैव ॥,"मुनि दुर्वासा भयभीत होकर समस्त भुवनों में भागते फिरे, परंतु उन्हें सर्वत्र आपका चक्र पीछे लगा हुआ दिखायी पड़ा तब वे रक्षार्थ ब्रह्मा के पास गये वहाँ 'भला, इस कालचक्र का अतिक्रमण कौन कर सकता है ?'यों कहकर निराश लौटाये जानेपर वे भगवान् शंकर की शरण में गये; किंतु शिवजी ने भी आपकी वन्दना ही की ॥",vasantatilakā [14: tBjjgg],56,Vasantatilakā,Vasantatilakā,,"Objective:

Generate a sanskrit verse in Vasantatilakā meter based on a given meaning or theme while strictly following the metrical (?and rhyme) rules.

Rules of Chandas:
Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
Syllable is marked laghu, guru and hrasva, deergha based on the vowel it contains.
Syllable containing anusvāra(""ं"") or visarga(""ः"") is always marked as guru.
Syllable that is followed by a conjunct consonant (saṁyuktākṣara)
is always marked guru.

Verse Rules:
The verse contains 56 syllables (akṣaras) and 4 pādas (lines) in total, with each pāda containing 14 syllables.
The pattern of syllables in every pāda must be: तगण (GGL), भगण (GLL), जगण (LGL), जगण (LGL), followed by two Guru (GG) syllables.
The complete pattern for each pāda is: GGL GLL LGL LGL GG.
L means Laghu, G means Guru.

Language:
The generated verse must be in sanskrit in Devanagri script.
The Input given is in the hindi.
Do NOT include English words, transliteration, labels, or explanations.

Output Format:
(Output exactly 4 lines, one pada per line. Nothing else.)
",test,भूयो भूयो विभयं भवदीयचक्रं दृष्ट्वा त्वयि सर्वतः प्रतिनीतमुद्विजन् वाग्यतं त्वामवदद् विफलो विधात्रे कालचक्रमतिक्रमते क इत्ययाचीत् शरणं शिवमप्यवनौद् भवन्तम् ॥,,0,0.6025069355964661
जिह्वैकतोऽमुमपकर्षति कर्हि तर्षा शिश्नोऽन्यतस्त्वगुदरं श्रवणं कुतश्चित् घ्राणोऽन्यतश्चपलदृक् क्व च कर्मशक्ति र्बह्व्यः सपत्न्य इव गेहपतिं लुनन्ति ॥,"जैसे बहुतसी सौतें अपने एक पति को अपनीअपनी ओर खींचती हैं वैसे ही जीव को जीभ एक ओरस्वादिष्ट पदर्थों की ओर खींचती है तो प्यास दूसरी ओरजल की ओर; जननेन्द्रिय एक ओरस्त्रीसम्भोग की ओर ले जाना चाहती है तो त्वचा, पेट और कान दूसरी ओरकोमल स्पर्श, भोजन और मधुर शब्द की ओर खींचने लगते हैं नाक कहीं सुन्दर गन्ध सूँघने के लिये ले जाना चाहती है तो चञ्चल नेत्र कहीं दूसरी ओर सुन्दर रूप देखने के लिये इस प्रकार कर्मेन्द्रियाँ और ज्ञानेन्द्रियाँ दोनों ही इसे सताती रहती हैं ॥",vasantatilakā [14: tBjjgg],56,Vasantatilakā,Vasantatilakā,,"Objective:

Generate a sanskrit verse in Vasantatilakā meter based on a given meaning or theme while strictly following the metrical (?and rhyme) rules.

Rules of Chandas:
Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
Syllable is marked laghu, guru and hrasva, deergha based on the vowel it contains.
Syllable containing anusvāra(""ं"") or visarga(""ः"") is always marked as guru.
Syllable that is followed by a conjunct consonant (saṁyuktākṣara)
is always marked guru.

Verse Rules:
The verse contains 56 syllables (akṣaras) and 4 pādas (lines) in total, with each pāda containing 14 syllables.
The pattern of syllables in every pāda must be: तगण (GGL), भगण (GLL), जगण (LGL), जगण (LGL), followed by two Guru (GG) syllables.
The complete pattern for each pāda is: GGL GLL LGL LGL GG.
L means Laghu, G means Guru.

Language:
The generated verse must be in sanskrit in Devanagri script.
The Input given is in the hindi.
Do NOT include English words, transliteration, labels, or explanations.

Output Format:
(Output exactly 4 lines, one pada per line. Nothing else.)
",test,जिह्वैकतोऽमुमपकर्षति कर्हि तर्षा शिश्नोऽन्यतस्त्वगुदरं श्रवणं कुतश्चित् घ्राणोऽन्यतश्चपलदृक् क्व च कर्मशक्ति र्बह्व्यः सपत्न्य इव गेहपतिं लुनन्ति ॥,Vasantatilakā,1,0.4343293309211731
नौमीड्य तेऽभ्रवपुषे तडिदम्बरायगुञ्जावतंस परिपिच्छल सन्मुखाय वन्यस्रजे कवल वेत्र विषाणवेणुलक्ष्मश्रिये मृदुपदे पशुपाङ्गजाय ॥,"हे स्तवनीय ! आपका घनश्याम शरीर है, बिजलीके सदृश पीतवस्त्र है,गुञ्जाओंके शिरोभूषण और मोरपंखसे आपका मुख सुशोभित रहता है,आप वनमालाधारी हैं, कलेवा, लकुट, नरसिंहा और बाँसुरीके चिह्नोंसेसुशोभित हैं ऐसे कोमलचरणवाले गोपालनन्दन आपको नमस्कारकरता हूँ  ",vasantatilakā [14: tBjjgg],56,Vasantatilakā,Vasantatilakā,,"Objective:

Generate a sanskrit verse in Vasantatilakā meter based on a given meaning or theme while strictly following the metrical (?and rhyme) rules.

Rules of Chandas:
Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
Syllable is marked laghu, guru and hrasva, deergha based on the vowel it contains.
Syllable containing anusvāra(""ं"") or visarga(""ः"") is always marked as guru.
Syllable that is followed by a conjunct consonant (saṁyuktākṣara)
is always marked guru.

Verse Rules:
The verse contains 56 syllables (akṣaras) and 4 pādas (lines) in total, with each pāda containing 14 syllables.
The pattern of syllables in every pāda must be: तगण (GGL), भगण (GLL), जगण (LGL), जगण (LGL), followed by two Guru (GG) syllables.
The complete pattern for each pāda is: GGL GLL LGL LGL GG.
L means Laghu, G means Guru.

Language:
The generated verse must be in sanskrit in Devanagri script.
The Input given is in the hindi.
Do NOT include English words, transliteration, labels, or explanations.

Output Format:
(Output exactly 4 lines, one pada per line. Nothing else.)
",test,घनश्यामवपुषे द्रुतिपरिधानवस्त्र गुञ्जाश्रीणिधरश्रीक्षमणिविभूषणाय वन्मालाधरणाय कलवललकुटनरसिंह बाणुसूरितचिह्नविभूषणाय कोमलाङ्गभवते नमस्ते गोपालनन्दनाय ॥,,0,0.5588681697845459
संतापदुःखजनको न विधिः कदाचित् संतापयोगजनितं न मनः कदाचित् ॥ यस्मादहंंकृतिरियं न च मे कदाचि ज्ज्ञानामृतं समरसं गगनोपमोऽहम् ॥,संताप और दुःख को पैदा करनेवाली विधि मुझमें नहीं है संताप और योग से पैदा हुआ यन भी कभी नहीं है क्योंकि मेरे कभी अहंकार नहीं है में ज्ञान और अमृत रूप हूं समान रस हूं आकाशके समान हूं ॥,vasantatilakā [14: tBjjgg],56,Vasantatilakā,Vasantatilakā,,"Objective:

Generate a sanskrit verse in Vasantatilakā meter based on a given meaning or theme while strictly following the metrical (?and rhyme) rules.

Rules of Chandas:
Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
Syllable is marked laghu, guru and hrasva, deergha based on the vowel it contains.
Syllable containing anusvāra(""ं"") or visarga(""ः"") is always marked as guru.
Syllable that is followed by a conjunct consonant (saṁyuktākṣara)
is always marked guru.

Verse Rules:
The verse contains 56 syllables (akṣaras) and 4 pādas (lines) in total, with each pāda containing 14 syllables.
The pattern of syllables in every pāda must be: तगण (GGL), भगण (GLL), जगण (LGL), जगण (LGL), followed by two Guru (GG) syllables.
The complete pattern for each pāda is: GGL GLL LGL LGL GG.
L means Laghu, G means Guru.

Language:
The generated verse must be in sanskrit in Devanagri script.
The Input given is in the hindi.
Do NOT include English words, transliteration, labels, or explanations.

Output Format:
(Output exactly 4 lines, one pada per line. Nothing else.)
",test,संतापदुःखजनको न विधिः कदाचि न संतापयोगजनको न च यन् कदाचित् ॥ निर्हंकृतिः समरसं ज्ञान�amृतं गगनोपमोऽहम् ॥,problem,,
हे चन्द्रचूड मदनान्तक शूलपाणे स्थाणो गिरीश गिरिजेश महेश शम्भो भूतेश भीतभयसूदन मामनाथं संसारदुःखगहनाज्जगदीश रक्ष॥,"हे चन्द्रचूड! , हे मदनान्तक! , हे शूलपाणे! हे स्थाणो! , हे गिरीश तथा गिरिजापते, हे महेश, हे शम्भो, हे भूतेश, जरा, मृत्यु आदिसे भयभीतकी रक्षा करनेवाले, हे जगदीश्वर शिव! संसारके गहन दुःखोंसे मेरी रक्षा कीजिये॥",vasantatilakā [14: tBjjgg],56,Vasantatilakā,Vasantatilakā,,"Objective:

Generate a sanskrit verse in Vasantatilakā meter based on a given meaning or theme while strictly following the metrical (?and rhyme) rules.

Rules of Chandas:
Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
Syllable is marked laghu, guru and hrasva, deergha based on the vowel it contains.
Syllable containing anusvāra(""ं"") or visarga(""ः"") is always marked as guru.
Syllable that is followed by a conjunct consonant (saṁyuktākṣara)
is always marked guru.

Verse Rules:
The verse contains 56 syllables (akṣaras) and 4 pādas (lines) in total, with each pāda containing 14 syllables.
The pattern of syllables in every pāda must be: तगण (GGL), भगण (GLL), जगण (LGL), जगण (LGL), followed by two Guru (GG) syllables.
The complete pattern for each pāda is: GGL GLL LGL LGL GG.
L means Laghu, G means Guru.

Language:
The generated verse must be in sanskrit in Devanagri script.
The Input given is in the hindi.
Do NOT include English words, transliteration, labels, or explanations.

Output Format:
(Output exactly 4 lines, one pada per line. Nothing else.)
",test,हे चन्द्रचूड मदनान्तक शूलपाणे स्थाणो गिरीश गिरिजापते महेश शम्भो भूतेश जरामृत्युभयात् परिपालय॥,,0,0.7847625613212585
रक्षस्स्वतृप्तिरुडशान्तिविशेषशोण मक्षक्षय क्षणविधानुमितात्मदाक्ष्यम् भास्वत्प्रभातरविभानुभरावभासं लङ्काभयङ्करममुं भगवन्तमीडे ॥,"राक्षसों में तृप्त न होनेके कारण, क्रोध एवं अशान्तिसे जो विशेष रक्तवर्ण हो गये हैं, अक्षकुमारके संहारकालके कार्योंसे जिनकी दक्षताका अनुमान किया जा चुका है तथा जो प्रभात प्रभामय सूर्यके किरणोंके समान कान्तिमान् हैं, लङ्काको भय देनेवाले उन भगवान् हनूमान्‌की मैं स्तुति करता हूँ ॥",vasantatilakā [14: tBjjgg],56,Vasantatilakā,Vasantatilakā,,"Objective:

Generate a sanskrit verse in Vasantatilakā meter based on a given meaning or theme while strictly following the metrical (?and rhyme) rules.

Rules of Chandas:
Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
Syllable is marked laghu, guru and hrasva, deergha based on the vowel it contains.
Syllable containing anusvāra(""ं"") or visarga(""ः"") is always marked as guru.
Syllable that is followed by a conjunct consonant (saṁyuktākṣara)
is always marked guru.

Verse Rules:
The verse contains 56 syllables (akṣaras) and 4 pādas (lines) in total, with each pāda containing 14 syllables.
The pattern of syllables in every pāda must be: तगण (GGL), भगण (GLL), जगण (LGL), जगण (LGL), followed by two Guru (GG) syllables.
The complete pattern for each pāda is: GGL GLL LGL LGL GG.
L means Laghu, G means Guru.

Language:
The generated verse must be in sanskrit in Devanagri script.
The Input given is in the hindi.
Do NOT include English words, transliteration, labels, or explanations.

Output Format:
(Output exactly 4 lines, one pada per line. Nothing else.)
",test,रक्ताङ्गमाङ्गदधिरक्षकुमारकार्य दक्षं रविप्रभभयान्तविभान्तमीडे ॥,,0,0.2967332601547241
देव प्रसीद परपूरुष तापवल्ली निर्लूनदात्र समनेत्र कलाविलासिन् खेदानपाकुरु कृपागुरुभिः कटाक्षै रित्यादि तेन मुदितेन चिरं नुतोऽभूः ॥,"देव ! प्रसन्न होइये परम पुरुष ! आप तापवल्ली का मूलोच्छेदन करने के लिये अतिशय तीक्ष्ण शस्त्ररूप हैं, सभी प्राणियों को समानदृष्टि से देखनेवाले तथा अपनी अंशभूता मायाद्वारा क्रीड़ा करनेवाले हैं अपने कृपापरिपूर्ण कटाक्षोंद्वारा मेरे कष्टों को दूर कर दीजिये' इस प्रकार वसुदेवजी हर्षोल्लसित होकर चिरकाल तक आपके स्तवन में लगे रहे ॥",vasantatilakā [14: tBjjgg],56,Vasantatilakā,Vasantatilakā,,"Objective:

Generate a sanskrit verse in Vasantatilakā meter based on a given meaning or theme while strictly following the metrical (?and rhyme) rules.

Rules of Chandas:
Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
Syllable is marked laghu, guru and hrasva, deergha based on the vowel it contains.
Syllable containing anusvāra(""ं"") or visarga(""ः"") is always marked as guru.
Syllable that is followed by a conjunct consonant (saṁyuktākṣara)
is always marked guru.

Verse Rules:
The verse contains 56 syllables (akṣaras) and 4 pādas (lines) in total, with each pāda containing 14 syllables.
The pattern of syllables in every pāda must be: तगण (GGL), भगण (GLL), जगण (LGL), जगण (LGL), followed by two Guru (GG) syllables.
The complete pattern for each pāda is: GGL GLL LGL LGL GG.
L means Laghu, G means Guru.

Language:
The generated verse must be in sanskrit in Devanagri script.
The Input given is in the hindi.
Do NOT include English words, transliteration, labels, or explanations.

Output Format:
(Output exactly 4 lines, one pada per line. Nothing else.)
",test,तापस्य वृद्धिमूलकन्दरुणो विशस्त्र सद्यो विधे विभो प्रसीद परप्रणीतः सर्वाणि चेक्षसे समानदृशा निजाशा मायाविलासि देहि शत्यपहर्षदृक्षम् ॥,,0,0.5025167465209961
जानन्नुपायमथ देहमजो विभज्य स्त्रीपुंसभावमभजन्मनुतद्वधूभ्याम् ताभ्यां च मानुषकुलानि विवर्धयंस्त्वं गोविन्द मारुतपुरेश निरुन्धि रोगान् ॥,तदनन्तर प्रजावृद्धि के उपाय को जानकर ब्रह्मा अपने शरीर को दो भागों में विभक्त कर के एक भाग से मनु तथा दूसरे से उनकी पत्नी शतरूपा के रूपमें स्त्रीपुरुषभाव को प्राप्त हो गये गुरुवायुपुराधीश गोविन्द ! यों उन मनुशतरूपाद्वारा मनुष्यकुल की वृद्धि करते हुए आप मेरे रोगों का नाश कीजिये ॥,vasantatilakā [14: tBjjgg],56,Vasantatilakā,Vasantatilakā,,"Objective:

Generate a sanskrit verse in Vasantatilakā meter based on a given meaning or theme while strictly following the metrical (?and rhyme) rules.

Rules of Chandas:
Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
Syllable is marked laghu, guru and hrasva, deergha based on the vowel it contains.
Syllable containing anusvāra(""ं"") or visarga(""ः"") is always marked as guru.
Syllable that is followed by a conjunct consonant (saṁyuktākṣara)
is always marked guru.

Verse Rules:
The verse contains 56 syllables (akṣaras) and 4 pādas (lines) in total, with each pāda containing 14 syllables.
The pattern of syllables in every pāda must be: तगण (GGL), भगण (GLL), जगण (LGL), जगण (LGL), followed by two Guru (GG) syllables.
The complete pattern for each pāda is: GGL GLL LGL LGL GG.
L means Laghu, G means Guru.

Language:
The generated verse must be in sanskrit in Devanagri script.
The Input given is in the hindi.
Do NOT include English words, transliteration, labels, or explanations.

Output Format:
(Output exactly 4 lines, one pada per line. Nothing else.)
",test,विज्ञाय प्रजाविवृधिमात्मविभागं कान्ताकान्ततामधिगतः स विष्णुः त्वं मानुषं विधितिथेन विधाय वृद्धिं नाशयाशु मम गोविन्द गुरुवायुपुराधिप ॥,,0,0.574231743812561
यत्पादपङ्कजपरागसुरागयोगि वृन्दैर्जितं भवभयं जितकालचक्रः यन्नामकीर्तनपरा जितदुःखशोका देवास्तमेव शरणं सततं प्रपद्ये,"जिनके चरणकमलपरागके रसिक, काल चक्रको जीतनेवाले योगिजनोंने संसार भयको भी जीत लिया है तथा जिनके नाम कीर्तनमें लगे रहकर देवगण दुःख और शोकको जीत लेते हैं, उन आपकी मैं निरन्तर शरण ग्रहण करता हूँ",vasantatilakā [14: tBjjgg],56,Vasantatilakā,Vasantatilakā,,"Objective:

Generate a sanskrit verse in Vasantatilakā meter based on a given meaning or theme while strictly following the metrical (?and rhyme) rules.

Rules of Chandas:
Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
Syllable is marked laghu, guru and hrasva, deergha based on the vowel it contains.
Syllable containing anusvāra(""ं"") or visarga(""ः"") is always marked as guru.
Syllable that is followed by a conjunct consonant (saṁyuktākṣara)
is always marked guru.

Verse Rules:
The verse contains 56 syllables (akṣaras) and 4 pādas (lines) in total, with each pāda containing 14 syllables.
The pattern of syllables in every pāda must be: तगण (GGL), भगण (GLL), जगण (LGL), जगण (LGL), followed by two Guru (GG) syllables.
The complete pattern for each pāda is: GGL GLL LGL LGL GG.
L means Laghu, G means Guru.

Language:
The generated verse must be in sanskrit in Devanagri script.
The Input given is in the hindi.
Do NOT include English words, transliteration, labels, or explanations.

Output Format:
(Output exactly 4 lines, one pada per line. Nothing else.)
",test,यत्पादपङ्कजपरागरसिकेन युक्ताः कालचक्रविजिता जगदभीतिमप्येतद् यस्येन्द्रियाणि निरतानि तदीयनाम कीर्तने दुःखशोकविजितास्तवाहम् Śरणं व्रजामि सततं भवतोऽस्मि शरण्यिन्,,0,0.676902174949646
हा हा विभो जलमहं न्यपिबं पुरस्ता दद्यापि मज्जति मही किमहं करोमि इत्थं त्वदङ्घ्रियुगलं शरणं यतोऽस्य नासापुटात् समभवश्शिशुकोलरूपी ॥,"'विभो ! महान् आश्चर्य एवं दुःख है, सृष्टि के आदि में मैंने सारा जल पी लिया था; परंतु यदि आज भी पृथ्वी डूब रही है तो मैं क्या करूँ ?' यों कहते हुए आपके चरणयुगल के शरणागत ब्रह्मा के नासापुट से वराह के शिशुरूप में आप प्रकट हो गये ॥",vasantatilakā [14: tBjjgg],56,Vasantatilakā,Vasantatilakā,,"Objective:

Generate a sanskrit verse in Vasantatilakā meter based on a given meaning or theme while strictly following the metrical (?and rhyme) rules.

Rules of Chandas:
Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
Syllable is marked laghu, guru and hrasva, deergha based on the vowel it contains.
Syllable containing anusvāra(""ं"") or visarga(""ः"") is always marked as guru.
Syllable that is followed by a conjunct consonant (saṁyuktākṣara)
is always marked guru.

Verse Rules:
The verse contains 56 syllables (akṣaras) and 4 pādas (lines) in total, with each pāda containing 14 syllables.
The pattern of syllables in every pāda must be: तगण (GGL), भगण (GLL), जगण (LGL), जगण (LGL), followed by two Guru (GG) syllables.
The complete pattern for each pāda is: GGL GLL LGL LGL GG.
L means Laghu, G means Guru.

Language:
The generated verse must be in sanskrit in Devanagri script.
The Input given is in the hindi.
Do NOT include English words, transliteration, labels, or explanations.

Output Format:
(Output exactly 4 lines, one pada per line. Nothing else.)
",test,किं ब्रह्मा विभो महद्विभवतीति दुःखं प्राच्यामुद्धृतापि पृथिविर्यदि दूयते किं स्वामिन् त्वदीयपादयुगशरणो विजृम्भत् ते नासापुटाद्वराहशिशुर्भवत्त्वया हि ॥,,0,0.5419368147850037
